DOMINIO,UBIGEO,CONGLOME,VIVIENDA,HOGAR,TrabajaPerú,FACTOR07,TuvoTrabajo,Educacion,Sexo,Edad,Situación de Vulnerabilidad
Sierra Centro,021601,015330,079,11,0,199.514282226563,1,Sin Nivel,Mujer,71,Pobre Extremo
Sierra Centro,021601,015330,079,11,0,199.514282226563,1,Primaria Completa,Hombre,67,Pobre Extremo
Sierra Centro,021601,015330,079,11,0,199.514282226563,0,Sin Nivel,Mujer,38,Pobre Extremo
Sierra Centro,021601,015330,079,11,0,199.514282226563,1,Secundaria Completa,Hombre,32,Pobre Extremo
Sierra Centro,021601,015330,079,11,0,199.514282226563,0,Superior Universitaria Incompleta,Mujer,30,Pobre Extremo
Sierra Centro,021601,015330,080,11,0,199.514282226563,0,Sin Nivel,Hombre,77,Vulnerable No Pobre
Sierra Centro,021601,015330,080,11,0,199.514282226563,1,Sin Nivel,Mujer,72,Vulnerable No Pobre
Sierra Centro,021601,015330,212,11,0,199.514282226563,1,Secundaria Incompleta,Hombre,52,Vulnerable No Pobre
Sierra Centro,021601,015330,212,11,0,199.514282226563,1,Primaria Incompleta,Mujer,54,Vulnerable No Pobre
Sierra Centro,021601,015330,212,11,0,199.514282226563,0,Sin Nivel,Mujer,89,Vulnerable No Pobre
Sierra Centro,021601,015330,215,11,0,199.514282226563,1,Primaria Incompleta,Mujer,51,Vulnerable No Pobre
Sierra Centro,021601,015336,110,11,0,217.248901367187,1,Primaria Completa,Hombre,45,Vulnerable No Pobre
Sierra Centro,021601,015336,110,11,0,217.248901367187,0,Sin Nivel,Mujer,62,Vulnerable No Pobre
Sierra Centro,021601,015336,110,11,0,217.248901367187,0,Superior No Universitaria Completa,Mujer,20,Vulnerable No Pobre
Sierra Centro,021601,015336,111,11,0,217.248901367187,1,Primaria Completa,Hombre,62,Vulnerable No Pobre
Sierra Centro,021601,015336,111,11,0,217.248901367187,0,Sin Nivel,Mujer,71,Vulnerable No Pobre
Sierra Centro,021601,015336,115,11,0,217.248901367187,1,Sin Nivel,Mujer,69,Pobre No Extremo
Sierra Centro,021601,015336,115,11,0,217.248901367187,0,Sin Nivel,Hombre,30,Pobre No Extremo
Sierra Centro,021601,015336,116,11,0,217.248901367187,0,Sin Nivel,Mujer,60,Vulnerable No Pobre
Sierra Centro,021601,015336,116,11,0,217.248901367187,1,Primaria Incompleta,Hombre,73,Vulnerable No Pobre
Sierra Centro,021601,015336,117,11,0,217.248901367187,1,Sin Nivel,Mujer,84,Pobre No Extremo
Sierra Centro,021603,015364,160,11,0,207.590713500977,1,Secundaria Incompleta,Hombre,40,Vulnerable No Pobre
Sierra Centro,021603,015364,160,11,0,207.590713500977,1,Secundaria Incompleta,Mujer,43,Vulnerable No Pobre
Sierra Centro,021603,015364,161,11,0,207.590713500977,1,Sin Nivel,Mujer,45,Pobre No Extremo
Sierra Centro,021603,015364,161,11,0,207.590713500977,0,Secundaria Completa,Mujer,19,Pobre No Extremo
Sierra Centro,021603,015364,233,11,0,207.590713500977,1,Primaria Completa,Hombre,48,Vulnerable No Pobre
Sierra Centro,021603,015364,233,11,0,207.590713500977,1,Sin Nivel,Mujer,48,Vulnerable No Pobre
Sierra Centro,021603,015364,233,11,0,207.590713500977,0,Secundaria Incompleta,Hombre,19,Vulnerable No Pobre
Sierra Centro,021603,015364,309,11,0,207.590713500977,1,Primaria Incompleta,Hombre,61,Pobre No Extremo
Sierra Centro,021603,015364,309,11,0,207.590713500977,0,Sin Nivel,Mujer,56,Pobre No Extremo
Sierra Centro,021603,015364,309,11,0,207.590713500977,0,Secundaria Completa,Mujer,19,Pobre No Extremo
Sierra Centro,021603,015364,310,11,0,207.590713500977,0,Sin Nivel,Mujer,68,Pobre No Extremo
Sierra Centro,021603,015364,310,11,0,207.590713500977,1,Secundaria Completa,Mujer,26,Pobre No Extremo
Sierra Centro,021603,015364,319,11,0,207.590713500977,1,Primaria Incompleta,Hombre,51,Vulnerable No Pobre
Sierra Centro,021603,015364,319,11,0,207.590713500977,0,Sin Nivel,Mujer,49,Vulnerable No Pobre
Sierra Centro,021603,015364,319,11,0,207.590713500977,1,Secundaria Completa,Hombre,18,Vulnerable No Pobre
Sierra Centro,021604,015384,021,11,0,217.248901367187,0,Sin Nivel,Mujer,50,Vulnerable No Pobre
Sierra Centro,021604,015384,021,11,0,217.248901367187,1,Secundaria Incompleta,Hombre,19,Vulnerable No Pobre
Sierra Centro,021604,015384,023,11,1,217.248901367187,1,Primaria Incompleta,Hombre,57,Vulnerable No Pobre
Sierra Centro,021604,015384,023,11,1,217.248901367187,0,Sin Nivel,Mujer,57,Vulnerable No Pobre
Sierra Centro,021604,015384,119,11,0,217.248901367187,1,Primaria Incompleta,Hombre,62,Vulnerable No Pobre
Sierra Centro,021604,015384,119,11,0,217.248901367187,0,Primaria Incompleta,Mujer,55,Vulnerable No Pobre
Sierra Centro,021604,015384,119,11,0,217.248901367187,0,Superior No Universitaria Incompleta,Hombre,33,Vulnerable No Pobre
Sierra Centro,021604,015384,121,11,0,217.248901367187,1,Primaria Incompleta,Hombre,53,Pobre No Extremo
Sierra Centro,021604,015384,121,11,0,217.248901367187,0,Primaria Incompleta,Mujer,48,Pobre No Extremo
Sierra Centro,021604,015384,129,11,0,217.248901367187,1,Secundaria Completa,Hombre,43,Vulnerable No Pobre
Sierra Centro,021604,015384,129,11,0,217.248901367187,0,Sin Nivel,Mujer,46,Vulnerable No Pobre
Sierra Centro,021604,015384,129,11,0,217.248901367187,0,Superior Universitaria Incompleta,Mujer,20,Vulnerable No Pobre
Sierra Centro,021604,015384,129,11,0,217.248901367187,0,Secundaria Completa,Mujer,19,Vulnerable No Pobre
Sierra Centro,021604,015384,131,11,0,217.248901367187,1,Sin Nivel,Mujer,85,Vulnerable No Pobre
Sierra Centro,021701,015316,001,11,0,236.008773803711,1,Primaria Incompleta,Hombre,80,Vulnerable No Pobre
Sierra Centro,021701,015316,001,11,0,236.008773803711,0,Primaria Incompleta,Mujer,74,Vulnerable No Pobre
Sierra Centro,021707,015379,009,11,0,207.590713500977,1,Sin Nivel,Mujer,73,Pobre No Extremo
Sierra Centro,021707,015379,022,11,0,207.590713500977,1,Secundaria Completa,Hombre,45,Vulnerable No Pobre
Sierra Centro,021707,015379,022,11,0,207.590713500977,1,Secundaria Completa,Mujer,47,Vulnerable No Pobre
Sierra Centro,021707,015379,022,11,0,207.590713500977,0,Superior Universitaria Incompleta,Hombre,21,Vulnerable No Pobre
Sierra Centro,021707,015379,025,11,0,207.590713500977,0,Primaria Completa,Mujer,46,Vulnerable No Pobre
Sierra Centro,021707,015379,025,11,0,207.590713500977,1,Primaria Incompleta,Hombre,48,Vulnerable No Pobre
Sierra Centro,021707,015379,025,11,0,207.590713500977,0,Secundaria Completa,Mujer,26,Vulnerable No Pobre
Sierra Centro,021707,015379,025,11,0,207.590713500977,0,Superior No Universitaria Incompleta,Mujer,19,Vulnerable No Pobre
Sierra Centro,021709,015335,015,11,1,207.590713500977,1,Secundaria Incompleta,Hombre,40,Pobre Extremo
Sierra Centro,021709,015335,015,11,1,207.590713500977,0,Secundaria Incompleta,Mujer,30,Pobre Extremo
Sierra Centro,021709,015335,039,11,1,207.590713500977,0,Secundaria Completa,Hombre,52,Vulnerable No Pobre
Sierra Centro,021709,015335,039,11,1,207.590713500977,0,Primaria Completa,Mujer,57,Vulnerable No Pobre
Sierra Centro,021709,015335,079,11,1,207.590713500977,1,Secundaria Completa,Hombre,43,Pobre No Extremo
Sierra Centro,021709,015335,079,11,1,207.590713500977,0,Secundaria Completa,Mujer,46,Pobre No Extremo
Sierra Centro,021709,015335,079,11,1,207.590713500977,1,Secundaria Completa,Hombre,23,Pobre No Extremo
Sierra Centro,021709,015335,098,11,1,207.590713500977,1,Secundaria Incompleta,Hombre,36,Pobre Extremo
Sierra Centro,021709,015335,098,11,1,207.590713500977,0,Primaria Incompleta,Mujer,49,Pobre Extremo
Sierra Centro,021709,015335,109,11,1,207.590713500977,1,Secundaria Incompleta,Hombre,66,Pobre No Extremo
Sierra Centro,021709,015335,109,11,1,207.590713500977,0,Primaria Incompleta,Mujer,45,Pobre No Extremo
Sierra Centro,021709,015335,132,11,0,207.590713500977,1,Primaria Incompleta,Mujer,65,Pobre Extremo
Sierra Centro,021709,015335,142,11,0,207.590713500977,1,Superior No Universitaria Completa,Hombre,71,Pobre No Extremo
Sierra Centro,021709,015335,142,11,0,207.590713500977,0,Secundaria Completa,Mujer,57,Pobre No Extremo
Sierra Centro,021901,015308,010,11,0,507.162231445313,0,Primaria Completa,Hombre,66,Pobre Extremo
Sierra Centro,021901,015308,010,11,0,507.162231445313,0,Primaria Incompleta,Mujer,64,Pobre Extremo
Sierra Centro,021901,015308,063,11,0,507.162231445313,1,Sin Nivel,Mujer,43,Pobre No Extremo
Sierra Centro,021901,015308,063,11,0,507.162231445313,1,Sin Nivel,Mujer,65,Pobre No Extremo
Sierra Centro,021901,015308,099,11,0,507.162231445313,0,Superior Universitaria Completa,Mujer,68,Pobre No Extremo
Sierra Centro,021901,015308,099,11,0,507.162231445313,1,Superior No Universitaria Completa,Hombre,43,Pobre No Extremo
Sierra Centro,021901,015308,099,11,0,507.162231445313,0,Secundaria Completa,Mujer,31,Pobre No Extremo
Sierra Centro,021901,015314,013,11,0,260.572479248047,1,Secundaria Completa,Hombre,43,Vulnerable No Pobre
Sierra Centro,021901,015314,013,11,0,260.572479248047,1,Primaria Incompleta,Mujer,46,Vulnerable No Pobre
Sierra Centro,021901,015314,013,11,0,260.572479248047,0,Superior No Universitaria Completa,Hombre,21,Vulnerable No Pobre
Sierra Centro,021901,015314,130,11,0,260.572479248047,1,Primaria Incompleta,Mujer,59,Vulnerable No Pobre
Sierra Centro,021906,015334,024,11,1,222.086868286133,1,Secundaria Completa,Hombre,50,Pobre No Extremo
Sierra Centro,021906,015334,024,11,1,222.086868286133,0,Sin Nivel,Mujer,48,Pobre No Extremo
Sierra Centro,021906,015334,024,11,1,222.086868286133,0,Secundaria Completa,Mujer,20,Pobre No Extremo
Sierra Centro,021906,015334,024,11,1,222.086868286133,0,Sin Nivel,Mujer,83,Pobre No Extremo
Sierra Centro,021906,015334,032,11,0,222.086868286133,1,Primaria Completa,Hombre,89,Vulnerable No Pobre
Sierra Centro,021906,015334,032,11,0,222.086868286133,0,Sin Nivel,Mujer,88,Vulnerable No Pobre
Sierra Centro,021906,015334,032,11,0,222.086868286133,0,Primaria Incompleta,Mujer,61,Vulnerable No Pobre
Sierra Centro,021906,015334,041,11,0,222.086868286133,1,Sin Nivel,Mujer,45,Vulnerable No Pobre
Sierra Centro,021906,015334,041,11,0,222.086868286133,0,Secundaria Completa,Hombre,20,Vulnerable No Pobre
Sierra Centro,021906,015334,041,11,0,222.086868286133,0,Sin Nivel,Mujer,90,Vulnerable No Pobre
Sierra Centro,021906,015334,050,11,1,222.086868286133,1,Primaria Completa,Hombre,62,Vulnerable No Pobre
Sierra Centro,021906,015334,050,11,1,222.086868286133,0,Primaria Incompleta,Mujer,57,Vulnerable No Pobre
Sierra Centro,021906,015334,050,11,1,222.086868286133,0,Secundaria Completa,Mujer,30,Vulnerable No Pobre
Sierra Centro,021906,015334,050,11,1,222.086868286133,1,Secundaria Completa,Hombre,31,Vulnerable No Pobre
Sierra Centro,021906,015334,060,11,0,222.086868286133,1,Primaria Completa,Hombre,38,Vulnerable No Pobre
Sierra Centro,021906,015334,060,11,0,222.086868286133,0,Secundaria Incompleta,Mujer,40,Vulnerable No Pobre
Sierra Centro,021906,015334,067,11,0,222.086868286133,1,Sin Nivel,Mujer,61,Vulnerable No Pobre
Sierra Centro,021906,015334,085,11,1,222.086868286133,1,Secundaria Completa,Hombre,51,Vulnerable No Pobre
Sierra Centro,021906,015334,085,11,1,222.086868286133,0,Primaria Incompleta,Mujer,50,Vulnerable No Pobre
Sierra Centro,021906,015334,095,11,0,222.086868286133,1,Primaria Incompleta,Hombre,80,Vulnerable No Pobre
Sierra Centro,021906,015334,095,11,0,222.086868286133,0,Sin Nivel,Mujer,69,Vulnerable No Pobre
Sierra Centro,021906,015334,095,11,0,222.086868286133,1,Secundaria Incompleta,Hombre,49,Vulnerable No Pobre
Sierra Centro,021908,015381,010,11,0,222.086868286133,1,Secundaria Completa,Hombre,38,Pobre No Extremo
Sierra Centro,021908,015381,010,11,0,222.086868286133,0,Secundaria Incompleta,Mujer,30,Pobre No Extremo
Sierra Centro,021908,015381,010,11,0,222.086868286133,0,Secundaria Incompleta,Hombre,62,Pobre No Extremo
Sierra Centro,021908,015381,085,11,1,222.086868286133,1,Primaria Completa,Hombre,59,Pobre No Extremo
Sierra Centro,021908,015381,085,11,1,222.086868286133,0,Primaria Incompleta,Mujer,44,Pobre No Extremo
Sierra Centro,021908,015381,086,11,0,222.086868286133,1,Primaria Incompleta,Hombre,78,Vulnerable No Pobre
Sierra Centro,021908,015381,088,11,0,222.086868286133,1,Secundaria Incompleta,Hombre,40,Pobre No Extremo
Sierra Centro,021908,015381,088,11,0,222.086868286133,0,Secundaria Incompleta,Mujer,50,Pobre No Extremo
Sierra Centro,021908,015381,089,11,1,222.086868286133,1,Secundaria Incompleta,Hombre,25,Vulnerable No Pobre
Sierra Centro,021908,015381,089,11,1,222.086868286133,0,Secundaria Incompleta,Mujer,20,Vulnerable No Pobre
Sierra Centro,021908,015381,090,11,0,222.086868286133,1,Primaria Incompleta,Mujer,63,Pobre No Extremo
Sierra Centro,021908,015381,090,11,0,222.086868286133,0,Primaria Incompleta,Mujer,82,Pobre No Extremo
Sierra Centro,021909,015338,040,11,0,199.514282226563,1,Secundaria Completa,Hombre,35,Pobre Extremo
Sierra Centro,021909,015338,040,11,0,199.514282226563,1,Secundaria Completa,Mujer,30,Pobre Extremo
Sierra Centro,021909,015338,108,11,0,199.514282226563,1,Sin Nivel,Mujer,59,Vulnerable No Pobre
Sierra Centro,021909,015338,108,11,0,199.514282226563,1,Sin Nivel,Hombre,41,Vulnerable No Pobre
Sierra Centro,021909,015338,109,11,0,199.514282226563,1,Primaria Incompleta,Hombre,72,Pobre Extremo
Sierra Centro,021909,015338,109,11,0,199.514282226563,0,Sin Nivel,Mujer,62,Pobre Extremo
Sierra Centro,021909,015338,109,11,0,199.514282226563,0,Sin Nivel,Mujer,82,Pobre Extremo
Sierra Centro,021909,015338,109,11,0,199.514282226563,0,Sin Nivel,Hombre,33,Pobre Extremo
Sierra Centro,021909,015338,110,11,0,199.514282226563,1,Sin Nivel,Mujer,54,Pobre Extremo
Sierra Centro,021909,015338,110,11,0,199.514282226563,0,Sin Nivel,Hombre,38,Pobre Extremo
Sierra Centro,021909,015338,110,11,0,199.514282226563,0,Sin Nivel,Mujer,40,Pobre Extremo
Sierra Centro,021909,015338,112,11,0,199.514282226563,1,Primaria Incompleta,Hombre,63,Pobre No Extremo
Sierra Centro,021909,015338,112,11,0,199.514282226563,0,Sin Nivel,Mujer,60,Pobre No Extremo
Sierra Centro,021909,015338,112,11,0,199.514282226563,0,Primaria Incompleta,Mujer,32,Pobre No Extremo
Sierra Centro,021909,015338,113,11,0,199.514282226563,1,Primaria Incompleta,Hombre,38,Pobre Extremo
Sierra Centro,021909,015338,113,11,0,199.514282226563,0,Sin Nivel,Mujer,48,Pobre Extremo
Sierra Centro,021909,015338,114,11,1,199.514282226563,1,Primaria Incompleta,Hombre,59,Pobre No Extremo
Sierra Centro,021909,015338,114,11,1,199.514282226563,0,Sin Nivel,Mujer,48,Pobre No Extremo
Sierra Centro,021909,015369,061,11,0,207.590713500977,1,Primaria Incompleta,Hombre,63,Pobre Extremo
Sierra Centro,021909,015369,061,11,0,207.590713500977,0,Sin Nivel,Mujer,60,Pobre Extremo
Sierra Centro,021909,015369,063,11,0,207.590713500977,0,Sin Nivel,Mujer,92,Vulnerable No Pobre
Sierra Centro,021909,015369,064,11,0,207.590713500977,1,Primaria Incompleta,Hombre,72,Pobre Extremo
Sierra Centro,021909,015369,064,11,0,207.590713500977,0,Sin Nivel,Mujer,70,Pobre Extremo
Sierra Centro,021909,015369,064,11,0,207.590713500977,0,Secundaria Completa,Hombre,28,Pobre Extremo
Sierra Centro,021909,015369,064,11,0,207.590713500977,0,Secundaria Completa,Mujer,22,Pobre Extremo
Sierra Centro,021909,015369,157,11,0,207.590713500977,1,Secundaria Incompleta,Hombre,35,Pobre No Extremo
Sierra Centro,021909,015369,157,11,0,207.590713500977,0,Secundaria Incompleta,Mujer,36,Pobre No Extremo
Sierra Centro,021909,015369,158,11,0,207.590713500977,1,Secundaria Completa,Hombre,38,Pobre Extremo
Sierra Centro,021909,015369,158,11,0,207.590713500977,0,Primaria Incompleta,Mujer,33,Pobre Extremo
Sierra Centro,021909,015369,159,11,0,207.590713500977,1,Primaria Completa,Hombre,62,Pobre No Extremo
Sierra Centro,021909,015369,159,11,0,207.590713500977,0,Primaria Incompleta,Mujer,58,Pobre No Extremo
Sierra Centro,021909,015369,160,11,0,207.590713500977,1,Primaria Incompleta,Mujer,43,Pobre Extremo
Sierra Centro,022001,015304,022,11,0,557.662719726563,1,Primaria Incompleta,Hombre,87,Pobre No Extremo
Sierra Centro,022001,015306,044,11,0,548.245910644531,1,Primaria Incompleta,Hombre,84,Vulnerable No Pobre
Sierra Centro,022001,015306,044,11,0,548.245910644531,0,Sin Nivel,Mujer,82,Vulnerable No Pobre
Sierra Centro,022001,015306,096,11,0,548.245910644531,1,Primaria Incompleta,Hombre,81,Vulnerable No Pobre
Sierra Centro,022001,015306,096,11,0,548.245910644531,0,Secundaria Incompleta,Mujer,80,Vulnerable No Pobre
Sierra Centro,022001,015306,113,11,0,548.245910644531,1,Primaria Incompleta,Mujer,75,Vulnerable No Pobre
Sierra Centro,022001,015306,113,11,0,548.245910644531,0,Primaria Incompleta,Hombre,83,Vulnerable No Pobre
Sierra Centro,022001,015306,113,11,0,548.245910644531,1,Primaria Completa,Mujer,44,Vulnerable No Pobre
Sierra Centro,022001,015370,121,11,0,199.514282226563,1,Primaria Incompleta,Hombre,79,Pobre Extremo
Sierra Centro,022001,015370,121,11,0,199.514282226563,0,Primaria Incompleta,Mujer,73,Pobre Extremo
Sierra Centro,022001,015370,121,11,0,199.514282226563,1,Primaria Incompleta,Mujer,46,Pobre Extremo
Sierra Centro,022001,015370,121,11,0,199.514282226563,1,Primaria Incompleta,Mujer,44,Pobre Extremo
Sierra Centro,022001,015370,121,11,0,199.514282226563,0,Secundaria Completa,Mujer,19,Pobre Extremo
Sierra Centro,022001,015370,122,11,0,199.514282226563,1,Primaria Incompleta,Hombre,53,Pobre Extremo
Sierra Centro,022001,015370,122,11,0,199.514282226563,0,Primaria Incompleta,Mujer,39,Pobre Extremo
Sierra Centro,022001,015370,303,11,1,199.514282226563,1,Primaria Incompleta,Hombre,30,Pobre No Extremo
Sierra Centro,022001,015370,303,11,1,199.514282226563,0,Primaria Incompleta,Mujer,31,Pobre No Extremo
Sierra Centro,022001,015370,304,11,0,199.514282226563,1,Primaria Completa,Hombre,38,Vulnerable No Pobre
Sierra Centro,022001,015370,304,11,0,199.514282226563,1,Primaria Incompleta,Mujer,33,Vulnerable No Pobre
Sierra Centro,022001,015370,305,11,0,199.514282226563,1,Secundaria Completa,Hombre,33,Pobre No Extremo
Sierra Centro,022001,015370,305,11,0,199.514282226563,0,Sin Nivel,Mujer,29,Pobre No Extremo
Sierra Centro,022001,015370,306,11,0,199.514282226563,1,Primaria Incompleta,Hombre,69,Vulnerable No Pobre
Sierra Centro,022001,015370,306,11,0,199.514282226563,0,Primaria Incompleta,Mujer,64,Vulnerable No Pobre
Sierra Centro,022001,015370,306,11,0,199.514282226563,0,Secundaria Completa,Mujer,48,Vulnerable No Pobre
Sierra Centro,022001,015370,308,11,0,199.514282226563,1,Secundaria Completa,Hombre,36,Vulnerable No Pobre
Sierra Centro,022001,015370,308,11,0,199.514282226563,0,Primaria Incompleta,Mujer,37,Vulnerable No Pobre
Sierra Centro,022001,015370,308,11,0,199.514282226563,1,Secundaria Completa,Hombre,20,Vulnerable No Pobre
Sierra Centro,022001,015372,022,11,0,217.248901367187,1,Primaria Completa,Mujer,53,Pobre Extremo
Sierra Centro,022001,015372,022,11,0,217.248901367187,0,Primaria Completa,Hombre,66,Pobre Extremo
Sierra Centro,022001,015372,023,11,0,217.248901367187,1,Primaria Completa,Hombre,55,Pobre No Extremo
Sierra Centro,022001,015372,023,11,0,217.248901367187,0,Primaria Incompleta,Mujer,56,Pobre No Extremo
Sierra Centro,022001,015372,065,11,0,217.248901367187,1,Sin Nivel,Hombre,75,Pobre No Extremo
Sierra Centro,022001,015372,065,11,0,217.248901367187,0,Primaria Incompleta,Mujer,67,Pobre No Extremo
Sierra Centro,022001,015372,066,11,0,217.248901367187,1,Sin Nivel,Hombre,84,Pobre Extremo
Sierra Centro,022001,015372,067,11,0,217.248901367187,1,Secundaria Completa,Hombre,36,Pobre No Extremo
Sierra Centro,022001,015372,067,11,0,217.248901367187,0,Secundaria Completa,Mujer,28,Pobre No Extremo
Sierra Centro,022001,015372,068,11,0,217.248901367187,1,Primaria Incompleta,Hombre,50,Pobre Extremo
Sierra Centro,022001,015372,068,11,0,217.248901367187,0,Primaria Incompleta,Mujer,55,Pobre Extremo
Sierra Centro,022001,015372,068,11,0,217.248901367187,1,Secundaria Completa,Mujer,22,Pobre Extremo
Sierra Centro,022001,015372,068,11,0,217.248901367187,1,Secundaria Incompleta,Hombre,27,Pobre Extremo
Sierra Centro,022001,015372,068,11,0,217.248901367187,0,Primaria Incompleta,Mujer,86,Pobre Extremo
Sierra Centro,022002,015378,010,11,0,222.086868286133,1,Primaria Incompleta,Mujer,59,Vulnerable No Pobre
Sierra Centro,022002,015378,012,11,0,222.086868286133,1,Primaria Completa,Hombre,61,Vulnerable No Pobre
Sierra Centro,022002,015378,012,11,0,222.086868286133,0,Primaria Incompleta,Mujer,61,Vulnerable No Pobre
Sierra Centro,022002,015378,069,11,0,222.086868286133,1,Primaria Incompleta,Hombre,57,Vulnerable No Pobre
Sierra Centro,022002,015378,070,11,0,222.086868286133,1,Primaria Completa,Hombre,34,Vulnerable No Pobre
Sierra Centro,022002,015378,070,11,0,222.086868286133,0,Primaria Incompleta,Mujer,36,Vulnerable No Pobre
Sierra Centro,022002,015378,072,11,0,222.086868286133,1,Primaria Incompleta,Hombre,80,Pobre Extremo
Sierra Centro,022002,015378,072,11,0,222.086868286133,0,Primaria Completa,Mujer,44,Pobre Extremo
Sierra Centro,022002,015378,072,11,0,222.086868286133,0,Primaria Completa,Mujer,39,Pobre Extremo
Sierra Centro,022002,015378,073,11,0,222.086868286133,1,Sin Nivel,Hombre,52,Pobre No Extremo
Sierra Centro,022002,015378,073,11,0,222.086868286133,0,Primaria Incompleta,Mujer,50,Pobre No Extremo
Sierra Centro,022002,015378,073,11,0,222.086868286133,0,Secundaria Incompleta,Mujer,24,Pobre No Extremo
Sierra Centro,022002,015382,055,11,0,207.590713500977,1,Primaria Completa,Hombre,71,Vulnerable No Pobre
Sierra Centro,022002,015382,055,11,0,207.590713500977,0,Primaria Completa,Mujer,70,Vulnerable No Pobre
Sierra Centro,022002,015382,056,11,1,207.590713500977,1,Primaria Completa,Hombre,59,Vulnerable No Pobre
Sierra Centro,022002,015382,056,11,1,207.590713500977,0,Primaria Incompleta,Mujer,53,Vulnerable No Pobre
Sierra Centro,022002,015382,167,11,0,207.590713500977,1,Primaria Incompleta,Hombre,59,Pobre No Extremo
Sierra Centro,022002,015382,167,11,0,207.590713500977,0,Primaria Incompleta,Mujer,55,Pobre No Extremo
Sierra Centro,022002,015382,168,11,0,207.590713500977,1,Primaria Incompleta,Hombre,57,Vulnerable No Pobre
Sierra Centro,022002,015382,169,11,0,207.590713500977,1,Sin Nivel,Hombre,50,Pobre Extremo
Sierra Centro,022002,015382,169,11,0,207.590713500977,0,Primaria Incompleta,Mujer,59,Pobre Extremo
Sierra Centro,022002,015382,169,11,0,207.590713500977,0,Secundaria Incompleta,Mujer,19,Pobre Extremo
Sierra Centro,022002,015382,170,11,0,207.590713500977,1,Primaria Incompleta,Mujer,46,Vulnerable No Pobre
Sierra Centro,022002,015382,172,11,1,207.590713500977,1,Sin Nivel,Mujer,44,Vulnerable No Pobre
Sierra Centro,022003,015312,037,11,0,548.245910644531,1,Primaria Incompleta,Hombre,86,Pobre No Extremo
Sierra Centro,022003,015312,037,11,0,548.245910644531,0,Sin Nivel,Mujer,78,Pobre No Extremo
Sierra Centro,022003,015312,057,11,0,548.245910644531,1,Secundaria Completa,Hombre,32,Pobre Extremo
Sierra Centro,022003,015312,057,11,0,548.245910644531,0,Secundaria Completa,Mujer,39,Pobre Extremo
Sierra Centro,022003,015312,134,11,0,548.245910644531,1,Sin Nivel,Hombre,38,Pobre No Extremo
Sierra Centro,022003,015312,134,11,0,548.245910644531,0,Sin Nivel,Mujer,34,Pobre No Extremo
Sierra Centro,022006,015347,063,11,0,217.248901367187,1,Primaria Incompleta,Hombre,82,Vulnerable No Pobre
Sierra Centro,022006,015347,063,11,0,217.248901367187,0,Primaria Incompleta,Mujer,75,Vulnerable No Pobre
Sierra Centro,022006,015347,064,11,1,217.248901367187,1,Secundaria Completa,Hombre,58,Pobre Extremo
Sierra Centro,022006,015347,064,11,1,217.248901367187,0,Primaria Completa,Mujer,53,Pobre Extremo
Sierra Centro,022006,015347,135,11,0,217.248901367187,1,Primaria Incompleta,Mujer,58,Pobre No Extremo
Sierra Centro,022006,015347,135,11,0,217.248901367187,0,Secundaria Completa,Hombre,22,Pobre No Extremo
Sierra Centro,022006,015347,135,11,0,217.248901367187,1,Secundaria Completa,Hombre,20,Pobre No Extremo
Sierra Centro,022006,015347,135,11,0,217.248901367187,1,Primaria Completa,Hombre,30,Pobre No Extremo
Sierra Centro,022006,015347,135,11,0,217.248901367187,0,Secundaria Incompleta,Mujer,19,Pobre No Extremo
Sierra Centro,022006,015347,135,11,0,217.248901367187,0,Secundaria Completa,Mujer,27,Pobre No Extremo
Sierra Centro,022006,015347,135,11,0,217.248901367187,1,Secundaria Incompleta,Hombre,27,Pobre No Extremo
Sierra Centro,022006,015347,137,11,0,217.248901367187,1,Sin Nivel,Hombre,79,Vulnerable No Pobre
Sierra Centro,022006,015347,138,11,1,217.248901367187,1,Primaria Incompleta,Hombre,54,Vulnerable No Pobre
Sierra Centro,022006,015347,139,11,1,217.248901367187,1,Primaria Incompleta,Hombre,41,Pobre Extremo
Sierra Centro,022006,015347,139,11,1,217.248901367187,0,Primaria Incompleta,Mujer,51,Pobre Extremo
Sierra Centro,022006,015347,139,11,1,217.248901367187,0,Secundaria Completa,Mujer,18,Pobre Extremo
Sierra Centro,022006,015347,141,11,1,217.248901367187,1,Secundaria Completa,Hombre,32,Pobre No Extremo
Sierra Centro,022006,015347,141,11,1,217.248901367187,0,Secundaria Completa,Mujer,30,Pobre No Extremo
Sierra Centro,022008,015353,007,11,0,222.086868286133,1,Primaria Incompleta,Hombre,61,Vulnerable No Pobre
Sierra Centro,022008,015353,007,11,0,222.086868286133,0,Primaria Incompleta,Mujer,55,Vulnerable No Pobre
Sierra Centro,022008,015353,154,11,0,222.086868286133,1,Secundaria Completa,Hombre,43,Pobre No Extremo
Sierra Centro,022008,015353,154,11,0,222.086868286133,1,Secundaria Incompleta,Mujer,44,Pobre No Extremo
Sierra Centro,022008,015353,158,11,0,222.086868286133,1,Primaria Incompleta,Hombre,65,Vulnerable No Pobre
Sierra Centro,022008,015353,158,11,0,222.086868286133,0,Primaria Incompleta,Mujer,64,Vulnerable No Pobre
Sierra Centro,022008,015353,158,11,0,222.086868286133,0,Primaria Incompleta,Mujer,34,Vulnerable No Pobre
Sierra Centro,022008,015353,158,11,0,222.086868286133,0,Superior No Universitaria Incompleta,Mujer,18,Vulnerable No Pobre
